"COMMON_NAME","SCIENTIFIC_NAME","OBSERVATION_DATE","OBSERVATION_COUNT","APPROVED","COUNTRY","STATE","COUNTY","LATITUDE","LONGITUDE","OBS_DATE","YEAR"
"Sprague's Pipit","Anthus spragueii","2018-06-04","3","1","United States","North Dakota","McHenry","48.2397176","-100.7254422",2018-06-04,2018
"Sprague's Pipit","Anthus spragueii","2018-06-14","2","1","Canada","Alberta","Camrose-Lloydminister","53.6578880","-112.6561090",2018-06-14,2018
"Sprague's Pipit","Anthus spragueii","2018-06-14","2","1","Canada","Alberta","Camrose-Lloydminister","53.6578880","-112.6561090",2018-06-14,2018
"Sprague's Pipit","Anthus spragueii","2018-06-14","3","1","Canada","Manitoba","South West Westman","49.2470217","-100.1553154",2018-06-14,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","1","1","United States","North Dakota","Kidder","47.0314048","-99.6821221",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","2","1","United States","North Dakota","Kidder","47.0314048","-99.6821221",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","2","1","United States","North Dakota","Kidder","47.0314048","-99.6821221",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","2","1","Canada","Saskatchewan","Assiniboia","49.0709213","-106.5311202",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","3","1","Canada","Saskatchewan","Saskatoon","52.0528450","-106.6942291",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","3","1","Canada","Alberta","Hanna","51.7218178","-112.0069885",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","1","1","United States","Montana","Teton","48.0321756","-112.4815779",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","4","1","Canada","Alberta","Hanna","51.8385594","-112.1546686",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-05-14","2","1","United States","Montana","Phillips","47.8705866","-107.8723683",2018-05-14,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","3","1","Canada","Manitoba","South West Westman","49.3406918","-101.1891031",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","2","1","Canada","Alberta","Hanna","52.0268310","-110.9574810",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","1","1","United States","North Dakota","Kidder","47.0314048","-99.6821221",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-14","1","1","United States","North Dakota","Kidder","47.0314048","-99.6821221",2018-06-14,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","4","1","Canada","Saskatchewan","Battleford","52.1137009","-107.3389359",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","3","1","Canada","Alberta","Fort MacLeod","50.0065302","-113.7547913",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","1","1","Canada","Saskatchewan","Saskatoon","52.1494942","-107.2888336",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","3","1","Canada","Alberta","Fort MacLeod","50.0065302","-113.7547913",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-14","1","1","Canada","Saskatchewan","Maple Creek","49.1618160","-107.6207932",2018-06-14,2018
"Sprague's Pipit","Anthus spragueii","2018-06-16","1","1","United States","North Dakota","Kidder","47.0314048","-99.6821221",2018-06-16,2018
"Sprague's Pipit","Anthus spragueii","2018-06-16","2","1","United States","Montana","Phillips","48.4018332","-107.6784611",2018-06-16,2018
"Sprague's Pipit","Anthus spragueii","2018-06-16","1","1","United States","North Dakota","Kidder","47.0314048","-99.6821221",2018-06-16,2018
"Sprague's Pipit","Anthus spragueii","2018-06-14","3","1","Canada","Manitoba","South West Westman","49.2470217","-100.1553154",2018-06-14,2018
"Sprague's Pipit","Anthus spragueii","2018-06-16","3","1","Canada","Manitoba","South West Westman","49.3406918","-101.1891031",2018-06-16,2018
"Sprague's Pipit","Anthus spragueii","2018-06-16","3","1","Canada","Manitoba","South West Westman","49.3406918","-101.1891031",2018-06-16,2018
"Sprague's Pipit","Anthus spragueii","2018-06-16","3","1","Canada","Alberta","Stettler","51.9687520","-111.3703650",2018-06-16,2018
"Sprague's Pipit","Anthus spragueii","2018-06-16","1","1","Canada","Alberta","Stettler","52.6289265","-110.4848709",2018-06-16,2018
"Sprague's Pipit","Anthus spragueii","2018-06-16","1","1","United States","North Dakota","Kidder","47.0314048","-99.6821221",2018-06-16,2018
"Sprague's Pipit","Anthus spragueii","2018-06-16","1","1","Canada","Saskatchewan","Maple Creek","49.1701726","-107.5526011",2018-06-16,2018
"Sprague's Pipit","Anthus spragueii","2018-06-17","1","1","Canada","Manitoba","South West Westman","49.0589370","-101.3081370",2018-06-17,2018
"Sprague's Pipit","Anthus spragueii","2018-06-17","1","1","Canada","Saskatchewan","Swift Current","51.0671681","-109.0074982",2018-06-17,2018
"Sprague's Pipit","Anthus spragueii","2018-06-12","2","1","Canada","Alberta","Medicine Hat","50.3969743","-111.3559628",2018-06-12,2018
"Sprague's Pipit","Anthus spragueii","2018-06-17","1","1","Canada","Saskatchewan","Saskatoon","51.7800550","-106.5479851",2018-06-17,2018
"Sprague's Pipit","Anthus spragueii","2018-06-17","3","1","Canada","Manitoba","South West Westman","49.0577774","-101.1777725",2018-06-17,2018
"Sprague's Pipit","Anthus spragueii","2018-06-14","1","1","United States","North Dakota","Kidder","47.0314048","-99.6821221",2018-06-14,2018
"Sprague's Pipit","Anthus spragueii","2018-06-17","1","1","Canada","Saskatchewan","Swift Current","51.0136197","-108.8876224",2018-06-17,2018
"Sprague's Pipit","Anthus spragueii","2018-06-17","1","1","Canada","Alberta","Medicine Hat","49.2570249","-110.4314636",2018-06-17,2018
"Sprague's Pipit","Anthus spragueii","2018-06-17","1","1","Canada","Saskatchewan","Battleford","51.5620232","-107.3264237",2018-06-17,2018
"Sprague's Pipit","Anthus spragueii","2018-06-17","3","1","Canada","Saskatchewan","Battleford","51.5740204","-107.3626862",2018-06-17,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","2","1","United States","North Dakota","Kidder","47.0314048","-99.6821221",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-16","1","1","United States","North Dakota","Kidder","47.0314048","-99.6821221",2018-06-16,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","2","1","United States","North Dakota","Kidder","47.0314048","-99.6821221",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-18","3","1","Canada","Alberta","Fort MacLeod","50.0293760","-113.7313730",2018-06-18,2018
"Sprague's Pipit","Anthus spragueii","2018-06-17","1","1","Canada","Saskatchewan","Battleford","51.6077538","-107.3628311",2018-06-17,2018
"Sprague's Pipit","Anthus spragueii","2018-06-18","1","1","Canada","Saskatchewan","Saskatoon","51.9828033","-106.3851471",2018-06-18,2018
"Sprague's Pipit","Anthus spragueii","2018-06-16","2","1","United States","Montana","Wheatland","46.6208073","-109.8042172",2018-06-16,2018
"Sprague's Pipit","Anthus spragueii","2018-06-18","2","1","Canada","Alberta","Fort MacLeod","50.0854930","-113.7544980",2018-06-18,2018
"Sprague's Pipit","Anthus spragueii","2018-06-13","1","1","Canada","Manitoba","Brandon Area","49.8881648","-100.4349089",2018-06-13,2018
"Sprague's Pipit","Anthus spragueii","2018-06-18","1","1","Canada","Saskatchewan","Battleford","52.2019577","-107.3422470",2018-06-18,2018
"Sprague's Pipit","Anthus spragueii","2018-06-18","1","1","Canada","Saskatchewan","Weyburn","49.8139114","-103.2751999",2018-06-18,2018
"Sprague's Pipit","Anthus spragueii","2018-06-13","1","1","Canada","Manitoba","Brandon Area","49.8881648","-100.4349089",2018-06-13,2018
"Sprague's Pipit","Anthus spragueii","2018-06-18","1","1","Canada","Saskatchewan","Saskatoon","51.8934059","-106.2879028",2018-06-18,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","1","1","United States","Montana","Valley","48.7565037","-107.1296767",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","1","1","United States","Montana","Valley","48.7564718","-107.1512885",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","1","1","United States","Montana","Valley","48.7560783","-107.1623974",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","1","1","United States","Montana","Valley","48.7487100","-107.1625100",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","2","1","United States","Montana","Valley","48.7413360","-107.1625280",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","1","1","United States","Montana","Valley","48.7113640","-107.1624600",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","1","1","United States","Montana","Valley","48.6893554","-107.1583032",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","1","1","United States","Montana","Valley","48.6823289","-107.1570512",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","1","1","United States","Montana","Valley","48.6748647","-107.1572398",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","1","1","United States","Montana","Valley","48.6674487","-107.1567360",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","1","1","United States","Montana","Valley","48.6493400","-107.1405500",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","2","1","United States","Montana","Valley","48.6425404","-107.1405556",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","1","1","United States","Montana","Valley","48.6404757","-107.1736750",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","1","1","United States","Montana","Valley","48.6327300","-107.1845100",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","2","1","United States","Montana","Valley","48.6259865","-107.1879437",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","1","1","United States","Montana","Valley","48.6197641","-107.1953921",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","1","1","United States","Montana","Valley","48.6121800","-107.1954000",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","1","1","United States","Montana","Valley","48.6046330","-107.1954278",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","1","1","United States","Montana","Valley","48.5910800","-107.2042787",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-09","2","1","United States","Montana","Valley","48.5765992","-107.2063994",2018-06-09,2018
"Sprague's Pipit","Anthus spragueii","2018-06-18","1","1","Canada","Saskatchewan","Weyburn","49.8431587","-103.7509003",2018-06-18,2018
"Sprague's Pipit","Anthus spragueii","2018-06-18","1","1","Canada","Alberta","Medicine Hat","50.2868612","-110.5155586",2018-06-18,2018
"Sprague's Pipit","Anthus spragueii","2018-06-18","4","1","Canada","Manitoba","Western Manitoba Westman","50.3370180","-101.3410403",2018-06-18,2018
"Sprague's Pipit","Anthus spragueii","2018-06-03","2","1","Canada","Alberta","Lethbridge","50.3681910","-111.3870130",2018-06-03,2018
"Sprague's Pipit","Anthus spragueii","2018-06-04","2","1","Canada","Saskatchewan","Maple Creek","49.1970175","-109.9948168",2018-06-04,2018
"Sprague's Pipit","Anthus spragueii","2018-06-05","1","1","Canada","Saskatchewan","Maple Creek","49.6641090","-109.5279993",2018-06-05,2018
"Sprague's Pipit","Anthus spragueii","2018-06-06","1","1","Canada","Alberta","Lethbridge","50.3704305","-111.4861679",2018-06-06,2018
"Sprague's Pipit","Anthus spragueii","2018-06-15","3","1","United States","North Dakota","Burke","48.6063756","-102.4223185",2018-06-15,2018
"Sprague's Pipit","Anthus spragueii","2018-06-18","1","1","Canada","Saskatchewan","Regina","50.4116058","-103.7891007",2018-06-18,2018
"Sprague's Pipit","Anthus spragueii","2018-06-19","1","1","United States","North Dakota","Kidder","47.0264260","-99.6712920",2018-06-19,2018
"Sprague's Pipit","Anthus spragueii","2018-06-19","1","1","Canada","Saskatchewan","Battleford","51.7850266","-107.4452286",2018-06-19,2018
"Sprague's Pipit","Anthus spragueii","2018-06-19","2","1","United States","Montana","Sheridan","48.4844088","-104.4515920",2018-06-19,2018
"Sprague's Pipit","Anthus spragueii","2018-06-19","2","1","United States","Montana","Sheridan","48.4844088","-104.4515920",2018-06-19,2018
"Sprague's Pipit","Anthus spragueii","2018-06-19","1","1","Canada","Saskatchewan","Weyburn","49.5111809","-103.8677673",2018-06-19,2018
"Sprague's Pipit","Anthus spragueii","2018-06-19","1","1","Canada","Alberta","Calgary","50.5448539","-113.7139893",2018-06-19,2018
"Sprague's Pipit","Anthus spragueii","2018-06-19","2","1","Canada","Saskatchewan","Battleford","51.7013893","-107.1852341",2018-06-19,2018
"Sprague's Pipit","Anthus spragueii","2018-06-19","1","1","Canada","Saskatchewan","Weyburn","49.4944191","-103.7930450",2018-06-19,2018
"Sprague's Pipit","Anthus spragueii","2018-06-20","3","1","Canada","Saskatchewan","Maple Creek","49.1618160","-107.6207932",2018-06-20,2018
"Sprague's Pipit","Anthus spragueii","2018-06-20","2","1","United States","Montana","Valley","48.1843787","-106.8158034",2018-06-20,2018
"Sprague's Pipit","Anthus spragueii","2018-06-20","1","1","Canada","Alberta","Calgary","50.9663028","-113.6531889",2018-06-20,2018
"Sprague's Pipit","Anthus spragueii","2018-06-19","2","1","Canada","Saskatchewan","Regina","50.3605156","-103.6104202",2018-06-19,2018
"Sprague's Pipit","Anthus spragueii","2018-06-21","3","1","United States","Montana","Daniels","48.7881400","-105.0536470",2018-06-21,2018
"Sprague's Pipit","Anthus spragueii","2018-06-21","1","1","Canada","Saskatchewan","Battleford","52.0594215","-107.3132095",2018-06-21,2018
"Sprague's Pipit","Anthus spragueii","2018-06-21","1","1","Canada","Saskatchewan","Battleford","52.0564499","-107.3607101",2018-06-21,2018
"Sprague's Pipit","Anthus spragueii","2018-06-20","1","1","Canada","Saskatchewan","North Battleford","52.4057922","-107.0387039",2018-06-20,2018
"Sprague's Pipit","Anthus spragueii","2018-06-21","1","1","Canada","Saskatchewan","Battleford","52.0565033","-107.4314575",2018-06-21,2018
"Sprague's Pipit","Anthus spragueii","2018-06-21","1","1","Canada","Manitoba","Virden Area","49.5774326","-100.7033086",2018-06-21,2018
"Sprague's Pipit","Anthus spragueii","2018-06-22","1","1","Canada","Saskatchewan","Saskatoon","51.5348854","-106.3089294",2018-06-22,2018
"Sprague's Pipit","Anthus spragueii","2018-06-22","1","1","Canada","Saskatchewan","Saskatoon","52.3765640","-106.9101334",2018-06-22,2018
"Sprague's Pipit","Anthus spragueii","2018-06-21","2","1","Canada","Saskatchewan","Moose Jaw","50.9383545","-107.0638504",2018-06-21,2018
"Sprague's Pipit","Anthus spragueii","2018-06-21","5","1","Canada","Manitoba","South West Westman","49.4023725","-101.0313034",2018-06-21,2018
"Sprague's Pipit","Anthus spragueii","2018-06-22","2","1","Canada","Saskatchewan","Regina","50.3639832","-103.6833954",2018-06-22,2018
"Sprague's Pipit","Anthus spragueii","2018-06-21","1","1","Canada","Manitoba","South West Westman","49.3948747","-101.0915136",2018-06-21,2018
"Sprague's Pipit","Anthus spragueii","2018-06-21","1","1","Canada","Manitoba","South West Westman","49.3948747","-101.0915136",2018-06-21,2018
"Sprague's Pipit","Anthus spragueii","2018-06-21","5","1","Canada","Manitoba","South West Westman","49.4023725","-101.0313034",2018-06-21,2018
"Sprague's Pipit","Anthus spragueii","2018-06-19","3","1","Canada","Saskatchewan","Moose Jaw","50.4683723","-106.1421356",2018-06-19,2018
"Sprague's Pipit","Anthus spragueii","2018-06-19","1","1","Canada","Saskatchewan","Moose Jaw","50.4848023","-106.1315689",2018-06-19,2018
"Sprague's Pipit","Anthus spragueii","2018-06-19","2","1","Canada","Saskatchewan","Moose Jaw","50.4847870","-106.1529236",2018-06-19,2018
"Sprague's Pipit","Anthus spragueii","2018-06-22","2","1","Canada","Saskatchewan","Saskatoon","51.9327889","-106.4577255",2018-06-22,2018
"Sprague's Pipit","Anthus spragueii","2018-06-23","1","1","United States","Montana","Daniels","48.9238910","-105.1909990",2018-06-23,2018
"Sprague's Pipit","Anthus spragueii","2018-06-17","4","1","Canada","Saskatchewan","Saskatoon","51.9691315","-106.6008911",2018-06-17,2018
"Sprague's Pipit","Anthus spragueii","2018-06-03","2","1","Canada","Saskatchewan","Saskatoon","51.9687614","-106.6008911",2018-06-03,2018
"Sprague's Pipit","Anthus spragueii","2018-05-28","3","1","Canada","Saskatchewan","Saskatoon","51.9691849","-106.5722199",2018-05-28,2018
"Sprague's Pipit","Anthus spragueii","2018-06-19","1","1","Canada","Saskatchewan","Moose Jaw","50.5251694","-106.1421356",2018-06-19,2018
"Sprague's Pipit","Anthus spragueii","2018-06-19","1","1","Canada","Saskatchewan","Moose Jaw","50.4940605","-106.1423187",2018-06-19,2018
"Sprague's Pipit","Anthus spragueii","2018-06-20","1","1","Canada","Saskatchewan","Moose Jaw","50.9046516","-106.9161530",2018-06-20,2018
"Sprague's Pipit","Anthus spragueii","2018-06-22","8","1","Canada","Saskatchewan","Weyburn","50.0117226","-104.7365265",2018-06-22,2018
"Sprague's Pipit","Anthus spragueii","2018-06-23","1","1","Canada","Alberta","Medicine Hat","50.2704712","-110.6235695",2018-06-23,2018
"Sprague's Pipit","Anthus spragueii","2018-05-19","1","1","Canada","Alberta","Lethbridge","50.3659960","-111.8977690",2018-05-19,2018
"Sprague's Pipit","Anthus spragueii","2018-06-23","3","1","Canada","Saskatchewan","Saskatoon","51.8194683","-106.5769100",2018-06-23,2018
"Sprague's Pipit","Anthus spragueii","2018-06-20","1","1","Canada","Saskatchewan","Moose Jaw","50.4780045","-106.2337723",2018-06-20,2018
"Sprague's Pipit","Anthus spragueii","2018-06-20","1","1","Canada","Saskatchewan","Moose Jaw","50.4904671","-106.2337647",2018-06-20,2018
"Sprague's Pipit","Anthus spragueii","2018-06-20","1","1","Canada","Alberta","Calgary","50.8262342","-114.2788410",2018-06-20,2018
"Sprague's Pipit","Anthus spragueii","2018-06-23","3","1","Canada","Saskatchewan","Saskatoon","51.8194683","-106.5769100",2018-06-23,2018
"Sprague's Pipit","Anthus spragueii","2018-06-24","5","1","Canada","Alberta","Fort MacLeod","49.7523361","-113.5921780",2018-06-24,2018
"Sprague's Pipit","Anthus spragueii","2018-06-24","5","1","Canada","Alberta","Fort MacLeod","49.7523361","-113.5921780",2018-06-24,2018
"Sprague's Pipit","Anthus spragueii","2018-06-20","1","1","Canada","Saskatchewan","Moose Jaw","50.3852959","-106.2599335",2018-06-20,2018
"Sprague's Pipit","Anthus spragueii","2018-06-21","1","1","Canada","Saskatchewan","Moose Jaw","50.3100510","-106.3973999",2018-06-21,2018
"Sprague's Pipit","Anthus spragueii","2018-06-21","1","1","Canada","Saskatchewan","Moose Jaw","50.9272118","-106.9594116",2018-06-21,2018
"Sprague's Pipit","Anthus spragueii","2018-06-19","1","1","Canada","Alberta","Medicine Hat","49.6404710","-110.8175170",2018-06-19,2018
"Sprague's Pipit","Anthus spragueii","2018-06-24","1","1","Canada","Alberta","Calgary","50.5793077","-113.6981494",2018-06-24,2018
"Sprague's Pipit","Anthus spragueii","2018-06-24","1","1","United States","Montana","Stillwater","46.0228930","-109.1559157",2018-06-24,2018
"Sprague's Pipit","Anthus spragueii","2018-06-24","1","1","United States","Montana","Stillwater","46.0782349","-109.2718361",2018-06-24,2018
"Sprague's Pipit","Anthus spragueii","2018-06-25","1","1","United States","Montana","Roosevelt","48.3871522","-104.1187406",2018-06-25,2018
"Sprague's Pipit","Anthus spragueii","2018-06-25","1","1","Canada","Alberta","Medicine Hat","49.2617740","-110.5835530",2018-06-25,2018
"Sprague's Pipit","Anthus spragueii","2018-06-25","9","1","Canada","Manitoba","Western Manitoba Westman","50.5206800","-101.4704100",2018-06-25,2018
"Sprague's Pipit","Anthus spragueii","2018-06-25","3","1","Canada","Alberta","Medicine Hat","50.7306967","-110.0800037",2018-06-25,2018
"Sprague's Pipit","Anthus spragueii","2018-06-25","1","1","Canada","Saskatchewan","Prince Albert","52.5513382","-106.3919449",2018-06-25,2018
"Sprague's Pipit","Anthus spragueii","2018-06-25","1","1","Canada","Alberta","Calgary","50.5448539","-113.7139893",2018-06-25,2018
"Sprague's Pipit","Anthus spragueii","2018-06-25","2","1","Canada","Saskatchewan","Prince Albert","52.5646133","-106.3402100",2018-06-25,2018
"Sprague's Pipit","Anthus spragueii","2018-06-21","1","1","Canada","Saskatchewan","Moose Jaw","51.0092735","-107.2285461",2018-06-21,2018
"Sprague's Pipit","Anthus spragueii","2018-06-23","1","1","United States","North Dakota","Stark","46.9049578","-102.5702222",2018-06-23,2018
"Sprague's Pipit","Anthus spragueii","2018-06-26","23","1","Canada","Manitoba","Western Manitoba Westman","50.3433800","-101.2839100",2018-06-26,2018
"Sprague's Pipit","Anthus spragueii","2018-06-25","3","1","Canada","Saskatchewan","Estevan","49.0705853","-102.8089817",2018-06-25,2018
"Sprague's Pipit","Anthus spragueii","2018-06-26","2","1","Canada","Saskatchewan","Regina","50.4548683","-103.7331085",2018-06-26,2018
"Sprague's Pipit","Anthus spragueii","2018-06-26","2","1","Canada","Saskatchewan","Regina","50.4548683","-103.7331085",2018-06-26,2018
"Sprague's Pipit","Anthus spragueii","2018-06-27","10","1","Canada","Saskatchewan","Weyburn","49.6976346","-104.2992932",2018-06-27,2018
"Sprague's Pipit","Anthus spragueii","2018-06-14","2","1","United States","North Dakota","Kidder","47.0314048","-99.6821221",2018-06-14,2018
